idx,time(s),count B,count C
2,0.02,-15,-10
3,0.03,-16,-13
4,0.04,-18,-16
5,0.05,-18,-19
6,0.06,-20,-22
7,0.07,-21,-25
8,0.08,-22,-28
9,0.09,-23,-31
10,0.1,-24,-34
11,0.11,-25,-37
12,0.12,-26,-40
13,0.13,-27,-42
14,0.14,-28,-45
15,0.15,-28,-47
16,0.16,-29,-49
17,0.17,-29,-52
18,0.18,-30,-54
19,0.19,-30,-55
20,0.2,-30,-57
21,0.21,-31,-58
22,0.22,-31,-60
23,0.23,-31,-61
24,0.24,-31,-62
25,0.25,-31,-63
26,0.26,-31,-63
27,0.27,-31,-64
28,0.28,-31,-64
29,0.29,-30,-64
30,0.3,-30,-64
31,0.31,-30,-63
32,0.32,-29,-63
33,0.33,-28,-62
34,0.34,-28,-61
35,0.35,-27,-60
36,0.36,-26,-59
37,0.37,-26,-57
38,0.38,-24,-56
39,0.39,-24,-54
40,0.4,-22,-52
41,0.41,-22,-50
42,0.42,-20,-48
43,0.43,-19,-45
44,0.44,-18,-43
45,0.45,-16,-40
46,0.46,-16,-37
47,0.47,-14,-34
48,0.48,-13,-32
49,0.49,-12,-28
50,0.5,-10,-25
51,0.51,-8,-22
52,0.52,-7,-19
53,0.53,-6,-15
54,0.54,-4,-12
55,0.55,-3,-9
56,0.56,-2,-5
57,0.57,0,-2
58,0.58,1,2
59,0.59,2,5
60,0.6,4,9
61,0.61,5,12
62,0.62,6,16
63,0.63,8,19
64,0.64,9,22
65,0.65,10,25
66,0.66,11,28
67,0.67,12,31
68,0.68,13,34
69,0.69,14,37
70,0.7,15,40
71,0.71,16,42
72,0.72,17,44
73,0.73,18,47
74,0.74,18,49
75,0.75,18,50
76,0.76,19,52
77,0.77,19,54
78,0.78,20,55
79,0.79,20,56
80,0.8,20,57
81,0.81,20,58
82,0.82,20,58
83,0.83,20,58
84,0.84,20,59
85,0.85,19,59
86,0.86,19,58
87,0.87,18,58
88,0.88,18,57
89,0.89,18,57
90,0.9,17,56
91,0.91,16,54
92,0.92,15,53
93,0.93,14,52
94,0.94,14,50
95,0.95,12,49
96,0.96,12,47
97,0.97,10,45
98,0.98,9,43
99,0.99,8,41
100,1.0,7,38
101,1.01,6,36
102,1.02,4,33
103,1.03,3,31
104,1.04,2,28
105,1.05,0,25
106,1.06,-1,22
107,1.07,-2,19
108,1.08,-4,16
109,1.09,-5,13
110,1.1,-7,10
111,1.11,-8,7
112,1.12,-10,4
113,1.13,-11,0
114,1.14,-12,-3
115,1.15,-14,-6
116,1.16,-15,-10
117,1.17,-16,-13
118,1.18,-18,-16
119,1.19,-19,-19
120,1.2,-20,-22
121,1.21,-21,-26
122,1.22,-22,-29
123,1.23,-23,-32
124,1.24,-24,-34
125,1.25,-25,-37
126,1.26,-26,-40
127,1.27,-27,-43
128,1.28,-28,-45
129,1.29,-28,-47
130,1.3,-29,-50
131,1.31,-30,-52
132,1.32,-30,-54
133,1.33,-30,-56
134,1.34,-30,-57
135,1.35,-31,-59
136,1.36,-31,-60
137,1.37,-31,-61
138,1.38,-31,-62
139,1.39,-31,-63
140,1.4,-31,-63
141,1.41,-31,-64
142,1.42,-31,-64
143,1.43,-30,-64
144,1.44,-30,-64
145,1.45,-30,-64
146,1.46,-29,-63
147,1.47,-28,-62
148,1.48,-28,-61
149,1.49,-27,-60
150,1.5,-26,-59
151,1.51,-25,-58
152,1.52,-24,-56
153,1.53,-24,-54
154,1.54,-22,-52
155,1.55,-21,-50
156,1.56,-20,-48
157,1.57,-19,-46
158,1.58,-18,-43
159,1.59,-16,-40
160,1.6,-15,-38
161,1.61,-14,-34
162,1.62,-12,-32
163,1.63,-11,-28
164,1.64,-10,-25
165,1.65,-8,-22
166,1.66,-7,-19
167,1.67,-6,-15
168,1.68,-4,-12
169,1.69,-3,-8
170,1.7,-2,-5
171,1.71,0,-2
172,1.72,2,2
173,1.73,3,6
174,1.74,4,9
175,1.75,6,12
176,1.76,7,16
177,1.77,8,19
178,1.78,9,22
179,1.79,10,26
180,1.8,11,29
181,1.81,12,32
182,1.82,14,35
183,1.83,14,37
184,1.84,15,40
185,1.85,16,42
186,1.86,17,45
187,1.87,18,47
188,1.88,18,49
189,1.89,18,51
190,1.9,19,52
191,1.91,19,54
192,1.92,20,55
193,1.93,20,56
194,1.94,20,57
195,1.95,20,58
196,1.96,20,58
197,1.97,20,59
198,1.98,20,59
199,1.99,19,59
200,2.0,19,59
201,2.01,18,58
202,2.02,18,58
203,2.03,18,57
204,2.04,17,56
205,2.05,16,55
206,2.06,15,54
207,2.07,14,52
208,2.08,14,51
209,2.09,12,49
210,2.1,12,47
211,2.11,10,45
212,2.12,9,43
213,2.13,8,41
214,2.14,7,38
215,2.15,6,36
216,2.16,4,33
217,2.17,3,31
218,2.18,2,28
219,2.19,0,25
220,2.2,-1,22
221,2.21,-2,19
222,2.22,-4,16
223,2.23,-6,13
224,2.24,-7,10
225,2.25,-8,7
226,2.26,-10,3
227,2.27,-11,0
228,2.28,-12,-3
229,2.29,-14,-6
230,2.3,-15,-10
231,2.31,-16,-13
232,2.32,-18,-16
233,2.33,-19,-20
234,2.34,-20,-23
235,2.35,-21,-26
236,2.36,-22,-29
237,2.37,-23,-32
238,2.38,-24,-35
239,2.39,-25,-38
240,2.4,-26,-40
241,2.41,-27,-43
242,2.42,-28,-46
243,2.43,-28,-48
244,2.44,-29,-50
245,2.45,-30,-52
246,2.46,-30,-54
247,2.47,-30,-56
248,2.48,-30,-58
249,2.49,-31,-59
250,2.5,-31,-60
251,2.51,-31,-62
252,2.52,-31,-62
253,2.53,-31,-63
254,2.54,-31,-64
255,2.55,-31,-64
256,2.56,-30,-64
257,2.57,-30,-64
258,2.58,-30,-64
259,2.59,-30,-64
260,2.6,-29,-64
261,2.61,-28,-63
262,2.62,-28,-62
263,2.63,-27,-61
264,2.64,-26,-59
265,2.65,-25,-58
266,2.66,-24,-56
267,2.67,-23,-54
268,2.68,-22,-52
269,2.69,-21,-50
270,2.7,-20,-48
271,2.71,-19,-46
272,2.72,-18,-43
273,2.73,-16,-40
274,2.74,-15,-38
275,2.75,-14,-34
276,2.76,-12,-31
277,2.77,-11,-28
278,2.78,-10,-25
279,2.79,-8,-22
280,2.8,-7,-18
281,2.81,-6,-15
282,2.82,-4,-12
283,2.83,-3,-8
284,2.84,-1,-5
285,2.85,0,-1
286,2.86,2,2
287,2.87,3,6
288,2.88,4,9
289,2.89,6,13
290,2.9,7,16
291,2.91,8,20
292,2.92,9,23
293,2.93,10,26
294,2.94,12,29
295,2.95,12,32
296,2.96,14,35
297,2.97,14,38
298,2.98,15,40
299,2.99,16,43
300,3.0,17,45
301,3.01,18,48
302,3.02,18,50
303,3.03,18,51
304,3.04,19,53
305,3.05,20,54
306,3.06,20,56
307,3.07,20,57
308,3.08,20,58
309,3.09,20,58
310,3.1,20,59
311,3.11,20,59
312,3.12,20,59
313,3.13,19,59
314,3.14,19,59
315,3.15,18,58
316,3.16,18,58
317,3.17,18,57
318,3.18,17,56
319,3.19,16,55
320,3.2,15,54
321,3.21,14,52
322,3.22,14,51
323,3.23,12,49
324,3.24,11,47
325,3.25,10,45
326,3.26,9,43
327,3.27,8,41
328,3.28,7,38
329,3.29,6,36
330,3.3,4,33
331,3.31,3,31
332,3.32,2,28
333,3.33,0,25
334,3.34,-2,22
335,3.35,-3,19
336,3.36,-4,16
337,3.37,-6,13
338,3.38,-7,10
339,3.39,-8,6
340,3.4,-10,3
341,3.41,-11,0
342,3.42,-12,-4
343,3.43,-14,-7
344,3.44,-15,-10
345,3.45,-16,-14
346,3.46,-18,-17
347,3.47,-19,-20
348,3.48,-20,-23
349,3.49,-21,-26
350,3.5,-22,-30
351,3.51,-23,-32
352,3.52,-24,-35
353,3.53,-25,-38
354,3.54,-26,-41
355,3.55,-27,-44
356,3.56,-28,-46
357,3.57,-28,-48
358,3.58,-29,-51
359,3.59,-30,-53
360,3.6,-30,-55
361,3.61,-30,-56
362,3.62,-30,-58
363,3.63,-31,-60
364,3.64,-31,-61
365,3.65,-31,-62
366,3.66,-31,-63
367,3.67,-31,-64
368,3.68,-31,-64
369,3.69,-31,-65
370,3.7,-30,-65
371,3.71,-30,-65
372,3.72,-30,-65
373,3.73,-30,-64
374,3.74,-29,-64
375,3.75,-28,-63
376,3.76,-28,-62
377,3.77,-27,-61
378,3.78,-26,-59
379,3.79,-25,-58
380,3.8,-24,-56
381,3.81,-23,-54
382,3.82,-22,-52
383,3.83,-21,-50
384,3.84,-20,-48
385,3.85,-19,-45
386,3.86,-18,-43
387,3.87,-16,-40
388,3.88,-15,-37
389,3.89,-14,-34
390,3.9,-12,-31
391,3.91,-11,-28
392,3.92,-10,-25
393,3.93,-8,-21
394,3.94,-7,-18
395,3.95,-6,-15
396,3.96,-4,-11
397,3.97,-2,-8
398,3.98,-1,-4
399,3.99,0,-1
400,4.0,2,3
401,4.01,3,6
402,4.02,4,10
403,4.03,6,13
404,4.04,7,17
405,4.05,8,20
406,4.06,9,24
407,4.07,10,27
408,4.08,12,30
409,4.09,12,33
410,4.1,14,36
411,4.11,14,38
412,4.12,15,41
413,4.13,16,44
414,4.14,17,46
415,4.15,18,48
416,4.16,18,50
417,4.17,18,52
418,4.18,19,53
419,4.19,19,55
420,4.2,20,56
421,4.21,20,57
422,4.22,20,58
423,4.23,20,59
424,4.24,20,59
425,4.25,20,59
426,4.26,20,59
427,4.27,19,59
428,4.28,19,59
429,4.29,18,58
430,4.3,18,58
431,4.31,17,57
432,4.32,16,56
433,4.33,16,55
434,4.34,15,53
435,4.35,14,52
436,4.36,13,50
437,4.37,12,49
438,4.38,11,47
439,4.39,10,45
440,4.4,9,42
441,4.41,8,40
442,4.42,6,38
443,4.43,5,35
444,4.44,4,33
445,4.45,2,30
446,4.46,1,27
447,4.47,0,24
448,4.48,-2,21
449,4.49,-3,18
450,4.5,-4,15
451,4.51,-6,12
452,4.52,-7,9
453,4.53,-8,6
454,4.54,-10,2
455,4.55,-11,-1
456,4.56,-13,-4
457,4.57,-14,-8
458,4.58,-15,-11
459,4.59,-16,-14
460,4.6,-18,-18
461,4.61,-19,-21
462,4.62,-20,-24
463,4.63,-21,-27
464,4.64,-22,-30
465,4.65,-24,-33
466,4.66,-24,-36
467,4.67,-25,-39
468,4.68,-26,-42
469,4.69,-27,-44
470,4.7,-28,-46
471,4.71,-28,-49
472,4.72,-29,-51
473,4.73,-30,-53
474,4.74,-30,-55
475,4.75,-30,-57
476,4.76,-31,-58
477,4.77,-31,-60
478,4.78,-31,-61
479,4.79,-31,-62
480,4.8,-31,-63
481,4.81,-31,-64
482,4.82,-31,-64
483,4.83,-31,-65
484,4.84,-30,-65
485,4.85,-30,-65
486,4.86,-30,-64
487,4.87,-30,-64
488,4.88,-29,-63
489,4.89,-28,-63
490,4.9,-28,-62
491,4.91,-27,-60
492,4.92,-26,-59
493,4.93,-25,-57
494,4.94,-24,-56
495,4.95,-23,-54
496,4.96,-22,-52
497,4.97,-21,-50
498,4.98,-20,-47
499,4.99,-19,-45
500,5.0,-18,-42
501,5.01,-16,-39
502,5.02,-15,-36
503,5.03,-14,-34
504,5.04,-12,-30
505,5.05,-11,-27
506,5.06,-10,-24
507,5.07,-8,-21
508,5.08,-7,-17
509,5.09,-6,-14
510,5.1,-4,-10
511,5.11,-2,-7
512,5.12,-1,-3
513,5.13,0,0
514,5.14,2,4
515,5.15,3,7
516,5.16,4,11
517,5.17,6,14
518,5.18,7,18
519,5.19,8,21
520,5.2,9,24
521,5.21,10,27
522,5.22,12,30
523,5.23,12,33
524,5.24,14,36
525,5.25,14,39
526,5.26,15,41
527,5.27,16,44
528,5.28,17,46
529,5.29,18,48
530,5.3,18,50
531,5.31,18,52
532,5.32,19,54
533,5.33,20,55
534,5.34,20,56
535,5.35,20,57
536,5.36,20,58
537,5.37,20,59
538,5.38,20,59
539,5.39,20,59
540,5.4,20,59
541,5.41,19,59
542,5.42,19,59
543,5.43,18,58
544,5.44,18,57
545,5.45,17,56
546,5.46,16,56
547,5.47,16,54
548,5.48,15,53
549,5.49,14,52
550,5.5,13,50
551,5.51,12,48
552,5.52,11,46
553,5.53,10,44
554,5.54,9,42
555,5.55,8,40
556,5.56,6,37
557,5.57,5,35
558,5.58,4,32
559,5.59,2,30
560,5.6,1,27
561,5.61,0,24
562,5.62,-2,21
563,5.63,-3,18
564,5.64,-4,15
565,5.65,-6,12
566,5.66,-7,8
567,5.67,-8,5
568,5.68,-10,2
569,5.69,-12,-1
570,5.7,-13,-5
571,5.71,-14,-8
572,5.72,-16,-11
573,5.73,-16,-15
574,5.74,-18,-18
575,5.75,-19,-21
576,5.76,-20,-24
577,5.77,-22,-27
578,5.78,-22,-30
579,5.79,-24,-33
580,5.8,-24,-36
581,5.81,-26,-39
582,5.82,-26,-42
583,5.83,-27,-44
584,5.84,-28,-46
585,5.85,-28,-49
586,5.86,-29,-51
587,5.87,-30,-53
588,5.88,-30,-55
589,5.89,-30,-57
590,5.9,-31,-58
591,5.91,-31,-60
592,5.92,-31,-61
593,5.93,-31,-62
594,5.94,-31,-63
595,5.95,-31,-63
596,5.96,-31,-64
597,5.97,-31,-64
598,5.98,-30,-64
599,5.99,-30,-64
600,6.0,-30,-64
601,6.01,-30,-64
602,6.02,-29,-63
603,6.03,-28,-62
604,6.04,-28,-61
605,6.05,-27,-60
606,6.06,-26,-58
607,6.07,-25,-57
608,6.08,-24,-55
609,6.09,-23,-53
610,6.1,-22,-51
611,6.11,-21,-49
612,6.12,-20,-47
613,6.13,-19,-44
614,6.14,-18,-42
615,6.15,-16,-39
616,6.16,-15,-36
617,6.17,-14,-33
618,6.18,-12,-30
619,6.19,-11,-27
620,6.2,-10,-24
621,6.21,-8,-20
622,6.22,-6,-17
623,6.23,-5,-14
624,6.24,-4,-10
625,6.25,-2,-7
626,6.26,-1,-3
627,6.27,0,0
628,6.28,2,4
629,6.29,3,7
630,6.3,4,11
631,6.31,6,14
632,6.32,7,18
633,6.33,8,21
634,6.34,10,24
635,6.35,10,27
636,6.36,12,30
637,6.37,12,33
638,6.38,14,36
639,6.39,14,39
640,6.4,16,41
641,6.41,16,44
642,6.42,17,46
643,6.43,18,48
644,6.44,18,50
645,6.45,18,52
646,6.46,19,53
647,6.47,20,54
648,6.48,20,56
649,6.49,20,57
650,6.5,20,58
651,6.51,20,58
652,6.52,20,58
653,6.53,20,59
654,6.54,20,59
655,6.55,19,58
656,6.56,19,58
657,6.57,18,58
658,6.58,18,57
659,6.59,17,56
660,6.6,16,55
661,6.61,16,54
662,6.62,15,52
663,6.63,14,51
664,6.64,13,49
665,6.65,12,47
666,6.66,11,46
667,6.67,10,44
668,6.68,9,41
669,6.69,8,39
670,6.7,6,37
671,6.71,5,34
672,6.72,4,32
673,6.73,2,29
674,6.74,1,26
675,6.75,0,23
676,6.76,-2,20
677,6.77,-3,17
678,6.78,-4,14
