idx,time(s),count B,count C
2,0.02,8,17
3,0.03,9,18
4,0.04,10,20
5,0.05,11,21
6,0.06,12,22
7,0.07,13,24
8,0.08,14,25
9,0.09,14,26
10,0.1,15,27
11,0.11,16,28
12,0.12,16,29
13,0.13,17,30
14,0.14,18,30
15,0.15,18,31
16,0.16,18,32
17,0.17,19,32
18,0.18,19,32
19,0.19,20,33
20,0.2,20,33
21,0.21,20,33
22,0.22,20,33
23,0.23,20,33
24,0.24,20,32
25,0.25,20,32
26,0.26,20,32
27,0.27,19,32
28,0.28,19,31
29,0.29,18,30
30,0.3,18,30
31,0.31,18,29
32,0.32,17,28
33,0.33,16,28
34,0.34,16,27
35,0.35,15,26
36,0.36,14,25
37,0.37,13,24
38,0.38,12,23
39,0.39,12,22
40,0.4,10,20
41,0.41,10,19
42,0.42,8,18
43,0.43,7,16
44,0.44,6,15
45,0.45,5,14
46,0.46,4,12
47,0.47,3,10
48,0.48,2,9
49,0.49,0,7
50,0.5,-1,6
51,0.51,-2,4
52,0.52,-4,2
53,0.53,-4,1
54,0.54,-6,-1
55,0.55,-7,-3
56,0.56,-8,-4
57,0.57,-10,-6
58,0.58,-11,-8
59,0.59,-12,-10
60,0.6,-13,-11
61,0.61,-14,-13
62,0.62,-16,-14
63,0.63,-17,-16
64,0.64,-18,-18
65,0.65,-19,-19
66,0.66,-20,-21
67,0.67,-21,-22
68,0.68,-22,-24
69,0.69,-23,-25
70,0.7,-24,-27
71,0.71,-25,-28
72,0.72,-26,-29
73,0.73,-26,-30
74,0.74,-27,-31
75,0.75,-28,-32
76,0.76,-28,-33
77,0.77,-29,-34
78,0.78,-29,-35
79,0.79,-30,-36
80,0.8,-30,-37
81,0.81,-30,-37
82,0.82,-31,-38
83,0.83,-31,-38
84,0.84,-31,-38
85,0.85,-31,-39
86,0.86,-31,-39
87,0.87,-31,-39
88,0.88,-31,-39
89,0.89,-31,-39
90,0.9,-31,-39
91,0.91,-30,-38
92,0.92,-30,-38
93,0.93,-30,-38
94,0.94,-30,-37
95,0.95,-29,-36
96,0.96,-28,-36
97,0.97,-28,-35
98,0.98,-27,-34
99,0.99,-26,-33
100,1.0,-26,-32
101,1.01,-25,-31
102,1.02,-24,-30
103,1.03,-23,-28
104,1.04,-22,-27
105,1.05,-22,-26
106,1.06,-20,-24
107,1.07,-20,-23
108,1.08,-18,-21
109,1.09,-17,-20
110,1.1,-16,-18
111,1.11,-15,-16
112,1.12,-14,-14
113,1.13,-12,-13
114,1.14,-12,-11
115,1.15,-10,-9
116,1.16,-9,-7
117,1.17,-8,-6
118,1.18,-6,-4
119,1.19,-5,-2
120,1.2,-4,0
121,1.21,-2,2
122,1.22,-2,4
123,1.23,0,5
124,1.24,1,7
125,1.25,2,9
126,1.26,4,11
127,1.27,5,12
128,1.28,6,14
129,1.29,7,16
130,1.3,8,17
131,1.31,9,19
132,1.32,10,20
133,1.33,11,22
134,1.34,12,23
135,1.35,13,24
136,1.36,14,26
137,1.37,14,27
138,1.38,16,28
139,1.39,16,29
140,1.4,17,30
141,1.41,17,30
142,1.42,18,31
143,1.43,18,32
144,1.44,19,32
145,1.45,19,33
146,1.46,20,33
147,1.47,20,33
148,1.48,20,33
149,1.49,20,33
150,1.5,20,33
151,1.51,20,33
152,1.52,20,33
153,1.53,20,32
154,1.54,19,32
155,1.55,19,32
156,1.56,19,31
157,1.57,18,31
158,1.58,18,30
159,1.59,17,29
160,1.6,17,28
161,1.61,16,28
162,1.62,15,27
163,1.63,14,26
164,1.64,14,24
165,1.65,13,23
166,1.66,12,22
167,1.67,11,21
168,1.68,10,20
169,1.69,9,19
170,1.7,8,17
171,1.71,7,16
172,1.72,6,14
173,1.73,5,13
174,1.74,4,11
175,1.75,2,10
176,1.76,1,8
177,1.77,0,6
178,1.78,-2,5
179,1.79,-2,3
180,1.8,-4,1
181,1.81,-5,0
182,1.82,-6,-2
183,1.83,-8,-4
184,1.84,-9,-6
185,1.85,-10,-7
186,1.86,-12,-9
187,1.87,-12,-11
188,1.88,-14,-12
189,1.89,-15,-14
190,1.9,-16,-16
191,1.91,-17,-17
192,1.92,-18,-19
193,1.93,-20,-20
194,1.94,-20,-22
195,1.95,-22,-23
196,1.96,-22,-25
197,1.97,-23,-26
198,1.98,-24,-28
199,1.99,-25,-29
200,2.0,-26,-30
201,2.01,-26,-31
202,2.02,-27,-32
203,2.03,-28,-33
204,2.04,-28,-34
205,2.05,-29,-35
206,2.06,-30,-36
207,2.07,-30,-36
208,2.08,-30,-37
209,2.09,-30,-38
210,2.1,-31,-38
211,2.11,-31,-38
212,2.12,-31,-39
213,2.13,-31,-39
214,2.14,-31,-39
215,2.15,-31,-39
216,2.16,-31,-39
217,2.17,-31,-39
218,2.18,-31,-38
219,2.19,-30,-38
220,2.2,-30,-38
221,2.21,-30,-37
222,2.22,-29,-36
223,2.23,-29,-36
224,2.24,-28,-35
225,2.25,-28,-34
226,2.26,-27,-33
227,2.27,-26,-32
228,2.28,-26,-31
229,2.29,-25,-30
230,2.3,-24,-29
231,2.31,-23,-27
232,2.32,-22,-26
233,2.33,-21,-25
234,2.34,-20,-23
235,2.35,-19,-22
236,2.36,-18,-20
237,2.37,-17,-18
238,2.38,-16,-17
239,2.39,-14,-15
240,2.4,-14,-13
241,2.41,-12,-12
242,2.42,-11,-10
243,2.43,-10,-8
244,2.44,-8,-6
245,2.45,-7,-4
246,2.46,-6,-3
247,2.47,-5,-1
248,2.48,-4,1
249,2.49,-2,3
250,2.5,-1,4
251,2.51,0,6
252,2.52,2,8
253,2.53,3,10
254,2.54,4,12
255,2.55,5,13
256,2.56,6,15
257,2.57,8,16
258,2.58,8,18
259,2.59,10,19
260,2.6,10,21
261,2.61,12,22
262,2.62,12,24
263,2.63,13,25
264,2.64,14,26
265,2.65,15,27
266,2.66,16,28
267,2.67,16,29
268,2.68,17,30
269,2.69,18,30
270,2.7,18,31
271,2.71,18,32
272,2.72,19,32
273,2.73,19,32
274,2.74,20,33
275,2.75,20,33
276,2.76,20,33
277,2.77,20,33
278,2.78,20,33
279,2.79,20,32
280,2.8,20,32
281,2.81,20,32
282,2.82,19,32
283,2.83,19,31
284,2.84,18,30
285,2.85,18,30
286,2.86,18,29
287,2.87,17,28
288,2.88,16,28
289,2.89,16,27
290,2.9,15,26
291,2.91,14,25
292,2.92,14,24
293,2.93,12,23
294,2.94,12,22
295,2.95,11,20
296,2.96,10,19
297,2.97,9,18
298,2.98,8,16
299,2.99,6,15
300,3.0,6,14
301,3.01,4,12
302,3.02,3,11
303,3.03,2,9
304,3.04,0,8
305,3.05,0,6
306,3.06,-2,4
307,3.07,-3,3
308,3.08,-4,1
309,3.09,-6,-1
310,3.1,-7,-2
311,3.11,-8,-4
312,3.12,-9,-6
313,3.13,-10,-8
314,3.14,-12,-9
315,3.15,-13,-11
316,3.16,-14,-13
317,3.17,-15,-14
318,3.18,-16,-16
319,3.19,-18,-17
320,3.2,-19,-19
321,3.21,-20,-20
322,3.22,-21,-22
323,3.23,-22,-23
324,3.24,-23,-25
325,3.25,-24,-26
326,3.26,-24,-28
327,3.27,-25,-29
328,3.28,-26,-30
329,3.29,-27,-31
330,3.3,-28,-32
331,3.31,-28,-33
332,3.32,-28,-34
333,3.33,-29,-35
334,3.34,-30,-36
335,3.35,-30,-36
336,3.36,-30,-37
337,3.37,-30,-37
338,3.38,-31,-38
339,3.39,-31,-38
340,3.4,-31,-38
341,3.41,-31,-39
342,3.42,-31,-39
343,3.43,-31,-39
344,3.44,-31,-39
345,3.45,-31,-38
346,3.46,-30,-38
347,3.47,-30,-38
348,3.48,-30,-37
349,3.49,-30,-37
350,3.5,-29,-36
351,3.51,-28,-36
352,3.52,-28,-35
353,3.53,-28,-34
354,3.54,-27,-33
355,3.55,-26,-32
356,3.56,-25,-31
357,3.57,-24,-30
358,3.58,-24,-28
359,3.59,-22,-27
360,3.6,-22,-26
361,3.61,-21,-24
362,3.62,-20,-23
363,3.63,-18,-21
364,3.64,-18,-20
365,3.65,-16,-18
366,3.66,-15,-16
367,3.67,-14,-15
368,3.68,-13,-13
369,3.69,-12,-11
370,3.7,-10,-10
371,3.71,-9,-8
372,3.72,-8,-6
373,3.73,-7,-4
374,3.74,-6,-2
375,3.75,-4,-1
376,3.76,-3,1
377,3.77,-2,3
378,3.78,0,5
379,3.79,1,7
380,3.8,2,8
381,3.81,3,10
382,3.82,4,12
383,3.83,6,13
384,3.84,7,15
385,3.85,8,17
386,3.86,9,18
387,3.87,10,20
388,3.88,11,21
389,3.89,12,22
390,3.9,13,24
391,3.91,14,25
392,3.92,14,26
393,3.93,15,27
394,3.94,16,28
395,3.95,16,29
396,3.96,17,30
