idx,time(s),count B,count C
2,0.02,20,40
3,0.03,20,40
4,0.04,20,40
5,0.05,20,40
6,0.06,20,39
7,0.07,20,39
8,0.08,19,38
9,0.09,19,38
10,0.1,18,37
11,0.11,18,37
12,0.12,17,36
13,0.13,16,35
14,0.14,16,34
15,0.15,15,33
16,0.16,14,32
17,0.17,14,30
18,0.18,12,29
19,0.19,12,28
20,0.2,10,26
21,0.21,10,25
22,0.22,8,23
23,0.23,7,22
24,0.24,6,20
25,0.25,5,18
26,0.26,4,16
27,0.27,2,14
28,0.28,1,13
29,0.29,0,11
30,0.3,-2,9
31,0.31,-3,6
32,0.32,-4,4
33,0.33,-6,2
34,0.34,-7,0
35,0.35,-8,-2
36,0.36,-9,-4
37,0.37,-10,-6
38,0.38,-12,-8
39,0.39,-13,-10
40,0.4,-14,-12
41,0.41,-16,-14
42,0.42,-17,-16
43,0.43,-18,-18
44,0.44,-19,-20
45,0.45,-20,-22
46,0.46,-21,-24
47,0.47,-22,-26
48,0.48,-23,-28
49,0.49,-24,-30
50,0.5,-25,-31
51,0.51,-26,-33
52,0.52,-26,-34
53,0.53,-27,-36
54,0.54,-28,-37
55,0.55,-28,-38
56,0.56,-29,-40
57,0.57,-30,-41
58,0.58,-30,-42
59,0.59,-30,-42
60,0.6,-30,-43
61,0.61,-31,-44
62,0.62,-31,-44
63,0.63,-31,-45
64,0.64,-31,-45
65,0.65,-31,-45
66,0.66,-31,-45
67,0.67,-31,-45
68,0.68,-31,-45
69,0.69,-30,-45
70,0.7,-30,-45
71,0.71,-30,-44
72,0.72,-29,-44
73,0.73,-29,-43
74,0.74,-28,-42
75,0.75,-28,-41
76,0.76,-27,-40
77,0.77,-26,-39
78,0.78,-25,-38
79,0.79,-24,-36
80,0.8,-24,-35
81,0.81,-22,-33
82,0.82,-22,-32
83,0.83,-20,-30
84,0.84,-20,-28
85,0.85,-18,-26
86,0.86,-17,-24
87,0.87,-16,-22
88,0.88,-15,-20
89,0.89,-14,-18
90,0.9,-12,-16
91,0.91,-11,-14
92,0.92,-10,-12
93,0.93,-8,-10
94,0.94,-7,-7
95,0.95,-6,-5
96,0.96,-4,-3
97,0.97,-3,-1
98,0.98,-2,2
99,0.99,0,4
100,1.0,1,6
101,1.01,2,8
102,1.02,3,11
103,1.03,4,13
104,1.04,6,15
105,1.05,7,17
106,1.06,8,19
107,1.07,9,21
108,1.08,10,23
109,1.09,11,25
110,1.1,12,26
111,1.11,13,28
112,1.12,14,30
113,1.13,15,31
114,1.14,16,32
115,1.15,16,34
116,1.16,17,35
117,1.17,18,36
118,1.18,18,37
119,1.19,18,37
120,1.2,19,38
121,1.21,19,39
122,1.22,20,39
123,1.23,20,39
124,1.24,20,39
125,1.25,20,40
126,1.26,20,39
127,1.27,20,39
128,1.28,20,39
129,1.29,19,39
130,1.3,19,38
131,1.31,18,38
132,1.32,18,37
133,1.33,18,36
134,1.34,17,35
135,1.35,16,35
136,1.36,16,34
137,1.37,15,32
138,1.38,14,31
139,1.39,13,30
140,1.4,12,29
141,1.41,12,27
142,1.42,10,26
143,1.43,10,24
144,1.44,8,23
145,1.45,7,21
146,1.46,6,20
147,1.47,5,18
148,1.48,4,16
149,1.49,2,14
150,1.5,1,12
151,1.51,0,10
152,1.52,-2,8
153,1.53,-3,6
154,1.54,-4,4
155,1.55,-6,2
156,1.56,-7,0
157,1.57,-8,-2
158,1.58,-10,-4
159,1.59,-10,-6
160,1.6,-12,-8
161,1.61,-13,-10
162,1.62,-14,-12
163,1.63,-16,-14
164,1.64,-17,-16
165,1.65,-18,-18
166,1.66,-19,-20
167,1.67,-20,-22
