idx,time(s),count B,count C
2,0.02,-12,28
3,0.03,-12,30
4,0.04,-11,32
5,0.05,-11,34
6,0.06,-10,36
7,0.07,-10,37
8,0.08,-9,38
9,0.09,-8,39
10,0.1,-8,39
11,0.11,-7,40
12,0.12,-6,40
13,0.13,-6,40
14,0.14,-5,40
15,0.15,-4,39
16,0.16,-4,39
17,0.17,-3,38
18,0.18,-2,37
19,0.19,-2,36
20,0.2,-2,34
21,0.21,-1,33
22,0.22,0,31
23,0.23,0,29
24,0.24,1,27
25,0.25,1,25
26,0.26,2,23
27,0.27,2,20
28,0.28,2,18
29,0.29,3,15
30,0.3,4,12
31,0.31,4,9
32,0.32,4,6
33,0.33,4,3
34,0.34,4,0
35,0.35,4,-3
36,0.36,5,-6
37,0.37,5,-10
38,0.38,5,-13
39,0.39,5,-16
40,0.4,5,-20
41,0.41,5,-23
42,0.42,5,-26
43,0.43,4,-30
44,0.44,4,-33
45,0.45,4,-36
46,0.46,4,-39
47,0.47,4,-42
48,0.48,3,-45
49,0.49,3,-48
50,0.5,2,-51
51,0.51,2,-54
52,0.52,2,-56
53,0.53,1,-58
54,0.54,0,-61
55,0.55,0,-63
56,0.56,0,-64
57,0.57,-1,-66
58,0.58,-2,-68
59,0.59,-2,-69
60,0.6,-3,-70
61,0.61,-4,-71
62,0.62,-4,-72
63,0.63,-5,-72
64,0.64,-6,-73
65,0.65,-6,-73
66,0.66,-7,-73
67,0.67,-8,-72
68,0.68,-8,-72
69,0.69,-9,-71
70,0.7,-9,-70
71,0.71,-10,-69
72,0.72,-10,-67
73,0.73,-11,-66
74,0.74,-12,-64
75,0.75,-12,-62
76,0.76,-12,-60
77,0.77,-13,-58
78,0.78,-14,-55
79,0.79,-14,-53
80,0.8,-14,-50
81,0.81,-14,-47
82,0.82,-15,-44
83,0.83,-15,-41
84,0.84,-16,-38
85,0.85,-16,-34
86,0.86,-16,-31
87,0.87,-16,-28
88,0.88,-16,-24
89,0.89,-16,-21
90,0.9,-16,-17
91,0.91,-16,-14
92,0.92,-16,-10
93,0.93,-16,-7
94,0.94,-16,-3
95,0.95,-16,0
96,0.96,-16,4
97,0.97,-15,7
98,0.98,-15,10
99,0.99,-14,13
100,1.0,-14,16
101,1.01,-14,19
102,1.02,-14,22
103,1.03,-13,24
104,1.04,-12,27
105,1.05,-12,29
106,1.06,-12,31
107,1.07,-11,33
108,1.08,-10,34
109,1.09,-10,36
110,1.1,-9,37
111,1.11,-9,38
112,1.12,-8,39
113,1.13,-8,40
114,1.14,-7,40
115,1.15,-6,40
116,1.16,-6,40
117,1.17,-5,40
118,1.18,-4,39
119,1.19,-4,38
120,1.2,-3,38
121,1.21,-2,36
122,1.22,-2,35
123,1.23,-1,34
124,1.24,0,32
125,1.25,0,30
126,1.26,0,29
127,1.27,1,26
128,1.28,2,24
129,1.29,2,22
130,1.3,2,19
131,1.31,3,17
132,1.32,3,14
133,1.33,4,11
134,1.34,4,8
135,1.35,4,5
136,1.36,4,2
137,1.37,4,-1
138,1.38,4,-4
139,1.39,5,-7
140,1.4,5,-11
141,1.41,5,-14
142,1.42,5,-17
143,1.43,5,-21
144,1.44,5,-24
145,1.45,4,-27
146,1.46,4,-31
147,1.47,4,-34
148,1.48,4,-37
149,1.49,4,-40
150,1.5,4,-43
151,1.51,3,-46
152,1.52,2,-49
153,1.53,2,-52
154,1.54,2,-54
155,1.55,1,-57
156,1.56,1,-59
157,1.57,0,-61
158,1.58,0,-63
159,1.59,-1,-65
160,1.6,-2,-67
161,1.61,-2,-68
162,1.62,-2,-69
163,1.63,-3,-70
164,1.64,-4,-71
165,1.65,-4,-72
166,1.66,-5,-72
167,1.67,-6,-72
168,1.68,-6,-72
169,1.69,-7,-72
170,1.7,-8,-72
171,1.71,-8,-71
172,1.72,-9,-70
173,1.73,-10,-69
174,1.74,-10,-68
175,1.75,-11,-67
176,1.76,-11,-65
177,1.77,-12,-63
178,1.78,-12,-61
179,1.79,-13,-59
180,1.8,-13,-57
181,1.81,-14,-54
182,1.82,-14,-52
183,1.83,-14,-49
184,1.84,-15,-46
185,1.85,-15,-43
186,1.86,-16,-40
187,1.87,-16,-36
188,1.88,-16,-33
189,1.89,-16,-30
190,1.9,-16,-26
191,1.91,-16,-23
192,1.92,-16,-19
193,1.93,-16,-16
194,1.94,-16,-12
195,1.95,-16,-9
196,1.96,-16,-6
197,1.97,-16,-2
198,1.98,-16,1
199,1.99,-16,5
200,2.0,-15,8
201,2.01,-15,11
202,2.02,-14,14
203,2.03,-14,17
204,2.04,-14,20
205,2.05,-13,23
206,2.06,-13,25
207,2.07,-12,27
208,2.08,-12,30
209,2.09,-11,31
210,2.1,-11,33
211,2.11,-10,35
212,2.12,-10,36
213,2.13,-9,37
214,2.14,-8,38
215,2.15,-8,39
216,2.16,-7,39
217,2.17,-6,40
218,2.18,-6,40
219,2.19,-5,40
220,2.2,-4,39
221,2.21,-4,39
222,2.22,-3,38
223,2.23,-2,37
224,2.24,-2,36
225,2.25,-2,35
226,2.26,-1,33
227,2.27,0,31
228,2.28,0,30
229,2.29,1,28
230,2.3,1,26
231,2.31,2,23
232,2.32,2,21
233,2.33,2,18
234,2.34,3,16
235,2.35,3,13
236,2.36,4,10
237,2.37,4,7
238,2.38,4,4
239,2.39,4,1
240,2.4,4,-2
241,2.41,5,-5
242,2.42,5,-9
243,2.43,5,-12
244,2.44,5,-15
245,2.45,5,-19
246,2.46,5,-22
247,2.47,5,-25
248,2.48,4,-28
249,2.49,4,-32
250,2.5,4,-35
251,2.51,4,-38
252,2.52,4,-41
253,2.53,3,-44
254,2.54,3,-47
255,2.55,2,-50
256,2.56,2,-52
257,2.57,2,-55
258,2.58,1,-57
259,2.59,0,-60
260,2.6,0,-62
261,2.61,0,-64
262,2.62,-1,-65
263,2.63,-2,-67
264,2.64,-2,-68
265,2.65,-3,-70
266,2.66,-4,-70
267,2.67,-4,-71
268,2.68,-5,-72
269,2.69,-6,-72
270,2.7,-6,-72
271,2.71,-7,-72
272,2.72,-8,-72
273,2.73,-8,-71
274,2.74,-8,-71
275,2.75,-9,-70
276,2.76,-10,-69
277,2.77,-10,-67
278,2.78,-11,-66
279,2.79,-12,-64
280,2.8,-12,-62
281,2.81,-12,-60
282,2.82,-13,-58
283,2.83,-14,-56
284,2.84,-14,-53
285,2.85,-14,-50
286,2.86,-14,-48
287,2.87,-15,-45
288,2.88,-15,-42
289,2.89,-16,-38
290,2.9,-16,-35
291,2.91,-16,-32
292,2.92,-16,-28
293,2.93,-16,-25
294,2.94,-16,-22
295,2.95,-16,-18
296,2.96,-16,-15
297,2.97,-16,-11
298,2.98,-16,-8
299,2.99,-16,-4
300,3.0,-16,-1
301,3.01,-16,3
302,3.02,-15,6
303,3.03,-15,9
304,3.04,-15,12
305,3.05,-14,15
306,3.06,-14,18
307,3.07,-14,21
308,3.08,-13,23
309,3.09,-12,26
310,3.1,-12,28
311,3.11,-12,30
312,3.12,-11,32
313,3.13,-10,34
314,3.14,-10,35
315,3.15,-9,36
316,3.16,-9,37
317,3.17,-8,38
318,3.18,-8,39
319,3.19,-7,39
320,3.2,-6,40
321,3.21,-6,40
322,3.22,-5,39
323,3.23,-4,39
324,3.24,-4,38
325,3.25,-3,37
326,3.26,-2,36
327,3.27,-2,35
328,3.28,-1,34
329,3.29,0,32
330,3.3,0,31
331,3.31,0,29
332,3.32,1,27
333,3.33,2,25
334,3.34,2,22
335,3.35,2,20
336,3.36,3,17
337,3.37,3,15
338,3.38,4,12
339,3.39,4,9
340,3.4,4,6
341,3.41,4,3
342,3.42,4,0
343,3.43,4,-4
344,3.44,5,-7
345,3.45,5,-10
346,3.46,5,-13
347,3.47,5,-17
348,3.48,5,-20
349,3.49,5,-23
350,3.5,4,-27
351,3.51,4,-30
352,3.52,4,-33
353,3.53,4,-36
354,3.54,4,-40
355,3.55,4,-43
356,3.56,3,-46
357,3.57,3,-48
358,3.58,2,-51
359,3.59,2,-54
360,3.6,1,-56
361,3.61,1,-59
362,3.62,0,-61
363,3.63,0,-63
364,3.64,-1,-65
365,3.65,-2,-66
366,3.66,-2,-68
367,3.67,-2,-69
368,3.68,-3,-70
369,3.69,-4,-71
370,3.7,-4,-72
371,3.71,-5,-72
372,3.72,-6,-72
373,3.73,-6,-72
374,3.74,-7,-72
375,3.75,-8,-72
376,3.76,-8,-71
377,3.77,-9,-70
378,3.78,-10,-70
379,3.79,-10,-68
380,3.8,-11,-67
381,3.81,-11,-65
382,3.82,-12,-64
383,3.83,-12,-62
384,3.84,-13,-59
385,3.85,-13,-57
386,3.86,-14,-55
387,3.87,-14,-52
388,3.88,-14,-49
389,3.89,-15,-46
390,3.9,-15,-44
391,3.91,-16,-40
392,3.92,-16,-37
393,3.93,-16,-34
394,3.94,-16,-30
395,3.95,-16,-27
396,3.96,-16,-24
397,3.97,-16,-20
398,3.98,-16,-17
399,3.99,-16,-13
400,4.0,-16,-10
401,4.01,-16,-6
402,4.02,-16,-3
403,4.03,-16,1
404,4.04,-16,4
405,4.05,-15,7
406,4.06,-15,10
407,4.07,-14,14
408,4.08,-14,17
409,4.09,-14,19
410,4.1,-13,22
411,4.11,-13,25
412,4.12,-12,27
413,4.13,-12,29
414,4.14,-12,31
415,4.15,-11,33
416,4.16,-10,35
417,4.17,-10,36
418,4.18,-9,37
419,4.19,-8,38
420,4.2,-8,39
421,4.21,-7,40
422,4.22,-6,40
423,4.23,-6,40
424,4.24,-5,40
425,4.25,-4,40
426,4.26,-4,39
427,4.27,-3,38
428,4.28,-3,37
429,4.29,-2,36
430,4.3,-2,35
431,4.31,-1,34
432,4.32,0,32
433,4.33,0,30
434,4.34,1,28
435,4.35,1,26
436,4.36,2,24
437,4.37,2,22
438,4.38,2,19
439,4.39,3,16
440,4.4,3,14
441,4.41,4,11
442,4.42,4,8
443,4.43,4,5
444,4.44,4,2
445,4.45,4,-1
446,4.46,5,-5
447,4.47,5,-8
448,4.48,5,-11
449,4.49,5,-15
450,4.5,5,-18
451,4.51,5,-21
452,4.52,5,-25
453,4.53,4,-28
454,4.54,4,-31
455,4.55,4,-35
456,4.56,4,-38
457,4.57,4,-41
458,4.58,3,-44
459,4.59,3,-47
460,4.6,2,-50
461,4.61,2,-52
462,4.62,2,-55
463,4.63,1,-58
464,4.64,0,-60
465,4.65,0,-62
466,4.66,0,-64
467,4.67,-1,-66
468,4.68,-2,-67
469,4.69,-2,-69
470,4.7,-3,-70
471,4.71,-4,-71
472,4.72,-4,-72
473,4.73,-5,-72
474,4.74,-6,-73
475,4.75,-6,-73
476,4.76,-6,-73
477,4.77,-7,-72
478,4.78,-8,-72
479,4.79,-8,-71
480,4.8,-9,-70
481,4.81,-10,-69
482,4.82,-10,-68
483,4.83,-11,-67
484,4.84,-12,-65
485,4.85,-12,-63
486,4.86,-12,-61
487,4.87,-13,-59
488,4.88,-14,-56
489,4.89,-14,-54
490,4.9,-14,-51
491,4.91,-14,-48
492,4.92,-15,-45
493,4.93,-15,-42
494,4.94,-15,-39
495,4.95,-16,-36
496,4.96,-16,-33
497,4.97,-16,-29
498,4.98,-16,-26
499,4.99,-16,-22
500,5.0,-16,-19
501,5.01,-16,-15
502,5.02,-16,-12
503,5.03,-16,-8
504,5.04,-16,-5
505,5.05,-16,-1
506,5.06,-16,2
507,5.07,-15,6
508,5.08,-15,9
509,5.09,-14,12
510,5.1,-14,15
511,5.11,-14,18
512,5.12,-14,21
513,5.13,-13,23
514,5.14,-12,26
515,5.15,-12,28
516,5.16,-12,30
517,5.17,-11,32
518,5.18,-10,34
519,5.19,-10,35
520,5.2,-9,37
521,5.21,-9,38
522,5.22,-8,39
523,5.23,-8,39
524,5.24,-7,40
525,5.25,-6,40
526,5.26,-6,40
527,5.27,-5,40
528,5.28,-4,40
529,5.29,-4,39
530,5.3,-3,38
531,5.31,-2,37
532,5.32,-2,36
533,5.33,-1,35
534,5.34,0,33
535,5.35,0,32
536,5.36,0,30
537,5.37,1,28
538,5.38,2,26
539,5.39,2,23
540,5.4,2,21
541,5.41,3,18
542,5.42,3,16
543,5.43,4,13
544,5.44,4,10
545,5.45,4,7
546,5.46,4,4
547,5.47,4,1
548,5.48,5,-3
549,5.49,5,-6
550,5.5,5,-9
551,5.51,5,-13
552,5.52,5,-16
553,5.53,5,-19
554,5.54,5,-23
555,5.55,5,-26
556,5.56,4,-29
557,5.57,4,-33
558,5.58,4,-36
559,5.59,4,-39
560,5.6,4,-42
561,5.61,3,-45
562,5.62,3,-48
563,5.63,2,-51
564,5.64,2,-54
565,5.65,2,-56
566,5.66,1,-58
567,5.67,0,-61
568,5.68,0,-63
569,5.69,-1,-65
570,5.7,-1,-66
571,5.71,-2,-68
572,5.72,-2,-69
573,5.73,-3,-70
574,5.74,-4,-71
575,5.75,-4,-72
576,5.76,-5,-72
577,5.77,-6,-73
578,5.78,-6,-73
579,5.79,-7,-73
580,5.8,-8,-72
581,5.81,-8,-72
582,5.82,-9,-71
583,5.83,-10,-70
584,5.84,-10,-69
585,5.85,-10,-68
586,5.86,-11,-66
587,5.87,-12,-64
588,5.88,-12,-62
589,5.89,-12,-60
590,5.9,-13,-58
591,5.91,-14,-55
592,5.92,-14,-53
593,5.93,-14,-50
594,5.94,-14,-47
595,5.95,-15,-44
596,5.96,-15,-41
597,5.97,-16,-38
598,5.98,-16,-35
599,5.99,-16,-31
600,6.0,-16,-28
601,6.01,-16,-24
602,6.02,-16,-21
603,6.03,-16,-17
604,6.04,-16,-14
605,6.05,-16,-10
606,6.06,-16,-7
607,6.07,-16,-3
608,6.08,-16,0
609,6.09,-15,4
