idx,time(s),count B,count C
2,0.02,3,-8
3,0.03,2,-6
4,0.04,1,-6
5,0.05,1,-5
6,0.06,0,-4
7,0.07,0,-3
8,0.08,-1,-3
9,0.09,-1,-3
10,0.1,-1,-2
11,0.11,-1,-2
12,0.12,-1,-2
13,0.13,-1,-2
14,0.14,-1,-2
15,0.15,-1,-3
16,0.16,-1,-3
17,0.17,0,-4
18,0.18,0,-4
19,0.19,1,-5
20,0.2,1,-6
21,0.21,2,-7
22,0.22,3,-8
23,0.23,4,-9
24,0.24,4,-10
25,0.25,6,-12
26,0.26,6,-13
27,0.27,8,-14
28,0.28,9,-16
29,0.29,10,-17
30,0.3,11,-19
31,0.31,12,-20
32,0.32,14,-22
33,0.33,15,-24
34,0.34,16,-25
35,0.35,17,-27
36,0.36,18,-28
37,0.37,20,-30
38,0.38,21,-32
39,0.39,22,-33
40,0.4,23,-35
41,0.41,24,-36
42,0.42,25,-38
43,0.43,26,-39
44,0.44,27,-40
45,0.45,28,-41
46,0.46,29,-42
47,0.47,30,-43
48,0.48,30,-44
49,0.49,31,-45
50,0.5,32,-46
51,0.51,32,-46
52,0.52,32,-47
53,0.53,33,-47
54,0.54,33,-47
55,0.55,33,-47
56,0.56,33,-47
57,0.57,33,-47
58,0.58,33,-47
59,0.59,32,-46
60,0.6,32,-46
61,0.61,32,-45
62,0.62,31,-45
63,0.63,30,-44
64,0.64,30,-43
65,0.65,29,-42
66,0.66,28,-41
67,0.67,27,-40
68,0.68,26,-38
69,0.69,25,-37
70,0.7,24,-36
71,0.71,23,-34
72,0.72,22,-33
73,0.73,21,-31
74,0.74,20,-30
75,0.75,18,-28
76,0.76,17,-26
77,0.77,16,-25
78,0.78,15,-23
79,0.79,14,-22
80,0.8,12,-20
81,0.81,11,-18
82,0.82,10,-17
83,0.83,9,-15
84,0.84,8,-14
85,0.85,7,-12
86,0.86,6,-11
87,0.87,4,-10
88,0.88,4,-8
89,0.89,3,-7
90,0.9,2,-6
91,0.91,2,-6
92,0.92,1,-5
93,0.93,0,-4
94,0.94,0,-3
95,0.95,0,-3
96,0.96,-1,-2
97,0.97,-1,-2
98,0.98,-1,-2
99,0.99,-1,-2
100,1.0,-1,-2
101,1.01,-1,-2
102,1.02,-1,-2
103,1.03,-1,-3
104,1.04,0,-3
105,1.05,0,-4
106,1.06,1,-5
107,1.07,1,-6
108,1.08,2,-7
109,1.09,3,-8
110,1.1,4,-9
111,1.11,4,-10
112,1.12,6,-11
113,1.13,6,-13
114,1.14,8,-14
115,1.15,8,-16
116,1.16,10,-17
117,1.17,11,-19
118,1.18,12,-20
119,1.19,13,-22
120,1.2,14,-23
121,1.21,16,-25
122,1.22,17,-27
123,1.23,18,-28
124,1.24,20,-30
125,1.25,20,-32
126,1.26,22,-33
127,1.27,23,-34
128,1.28,24,-36
129,1.29,25,-37
130,1.3,26,-39
131,1.31,27,-40
132,1.32,28,-41
133,1.33,29,-42
134,1.34,30,-43
135,1.35,30,-44
136,1.36,31,-45
137,1.37,32,-46
138,1.38,32,-46
139,1.39,32,-47
140,1.4,33,-47
141,1.41,33,-47
142,1.42,33,-47
143,1.43,33,-47
144,1.44,33,-47
145,1.45,33,-47
146,1.46,32,-47
147,1.47,32,-46
148,1.48,32,-46
149,1.49,31,-45
150,1.5,30,-44
151,1.51,30,-43
152,1.52,29,-42
153,1.53,28,-41
154,1.54,28,-40
155,1.55,26,-39
156,1.56,26,-37
157,1.57,24,-36
158,1.58,23,-34
159,1.59,22,-33
160,1.6,21,-31
161,1.61,20,-30
162,1.62,18,-28
163,1.63,17,-26
164,1.64,16,-25
165,1.65,15,-23
166,1.66,14,-22
167,1.67,12,-20
168,1.68,11,-18
169,1.69,10,-17
170,1.7,9,-15
171,1.71,8,-14
172,1.72,7,-12
173,1.73,6,-11
174,1.74,5,-10
175,1.75,4,-9
176,1.76,3,-7
177,1.77,2,-6
178,1.78,2,-6
179,1.79,1,-5
180,1.8,0,-4
181,1.81,0,-3
182,1.82,0,-3
183,1.83,-1,-2
184,1.84,-1,-2
185,1.85,-1,-2
186,1.86,-1,-2
187,1.87,-1,-2
188,1.88,-1,-2
189,1.89,-1,-2
190,1.9,-1,-3
191,1.91,0,-3
192,1.92,0,-4
193,1.93,1,-5
194,1.94,1,-6
195,1.95,2,-6
196,1.96,3,-8
197,1.97,4,-9
198,1.98,4,-10
199,1.99,5,-11
200,2.0,6,-12
201,2.01,7,-14
202,2.02,8,-15
203,2.03,10,-17
204,2.04,11,-18
205,2.05,12,-20
206,2.06,13,-22
207,2.07,14,-23
208,2.08,16,-25
209,2.09,17,-27
210,2.1,18,-28
211,2.11,19,-30
212,2.12,20,-31
213,2.13,22,-33
214,2.14,23,-34
215,2.15,24,-36
216,2.16,25,-37
217,2.17,26,-39
218,2.18,27,-40
219,2.19,28,-41
220,2.2,29,-42
221,2.21,30,-43
222,2.22,30,-44
223,2.23,31,-45
224,2.24,32,-46
225,2.25,32,-46
226,2.26,32,-47
227,2.27,32,-47
228,2.28,33,-47
229,2.29,33,-48
230,2.3,33,-48
231,2.31,33,-47
232,2.32,33,-47
233,2.33,32,-47
234,2.34,32,-46
235,2.35,32,-46
236,2.36,31,-45
237,2.37,31,-44
238,2.38,30,-44
239,2.39,29,-42
240,2.4,28,-41
241,2.41,28,-40
242,2.42,26,-39
243,2.43,26,-38
244,2.44,24,-36
245,2.45,23,-35
246,2.46,22,-33
247,2.47,21,-32
248,2.48,20,-30
249,2.49,19,-28
250,2.5,18,-27
251,2.51,16,-25
252,2.52,15,-24
253,2.53,14,-22
254,2.54,12,-20
255,2.55,11,-19
256,2.56,10,-17
257,2.57,9,-15
258,2.58,8,-14
259,2.59,7,-12
260,2.6,6,-11
261,2.61,5,-10
262,2.62,4,-9
263,2.63,3,-8
264,2.64,2,-6
265,2.65,2,-6
266,2.66,1,-5
267,2.67,0,-4
268,2.68,0,-3
269,2.69,0,-3
270,2.7,-1,-2
271,2.71,-1,-2
272,2.72,-1,-2
273,2.73,-1,-2
274,2.74,-1,-2
275,2.75,-1,-2
276,2.76,-1,-2
277,2.77,-1,-2
278,2.78,0,-3
279,2.79,0,-4
280,2.8,0,-4
281,2.81,1,-5
282,2.82,2,-6
283,2.83,3,-7
284,2.84,4,-8
285,2.85,4,-10
286,2.86,5,-11
287,2.87,6,-12
288,2.88,7,-14
289,2.89,8,-15
290,2.9,10,-16
291,2.91,11,-18
292,2.92,12,-20
293,2.93,13,-21
294,2.94,14,-23
295,2.95,16,-25
296,2.96,17,-26
297,2.97,18,-28
298,2.98,19,-29
299,2.99,20,-31
300,3.0,22,-33
301,3.01,23,-34
302,3.02,24,-36
303,3.03,25,-37
304,3.04,26,-38
305,3.05,27,-40
306,3.06,28,-41
307,3.07,29,-42
308,3.08,30,-43
309,3.09,30,-44
310,3.1,31,-45
311,3.11,32,-46
312,3.12,32,-46
313,3.13,32,-47
314,3.14,32,-47
315,3.15,33,-47
316,3.16,33,-48
317,3.17,33,-48
318,3.18,33,-47
319,3.19,33,-47
320,3.2,32,-47
321,3.21,32,-46
322,3.22,32,-46
323,3.23,31,-45
324,3.24,31,-44
325,3.25,30,-44
