idx,time(s),count B,count C
2,0.02,2,-10
3,0.03,1,-9
4,0.04,1,-8
5,0.05,0,-8
6,0.06,0,-7
7,0.07,-1,-7
8,0.08,-1,-6
9,0.09,-1,-6
10,0.1,-1,-6
11,0.11,-1,-6
12,0.12,-1,-6
13,0.13,-1,-6
14,0.14,-1,-7
15,0.15,0,-7
16,0.16,0,-7
17,0.17,0,-8
18,0.18,1,-9
19,0.19,2,-9
20,0.2,3,-10
21,0.21,4,-11
22,0.22,4,-12
23,0.23,5,-13
24,0.24,6,-14
25,0.25,8,-15
26,0.26,8,-17
27,0.27,10,-18
28,0.28,11,-19
29,0.29,12,-20
30,0.3,14,-22
31,0.31,15,-23
32,0.32,16,-25
33,0.33,17,-26
34,0.34,18,-27
35,0.35,20,-29
36,0.36,21,-30
37,0.37,22,-31
38,0.38,24,-33
39,0.39,24,-34
40,0.4,26,-35
41,0.41,27,-36
42,0.42,28,-37
43,0.43,28,-38
44,0.44,29,-39
45,0.45,30,-40
46,0.46,31,-41
47,0.47,31,-41
48,0.48,32,-42
49,0.49,32,-42
50,0.5,33,-43
51,0.51,33,-43
52,0.52,33,-43
53,0.53,33,-43
54,0.54,33,-43
55,0.55,33,-43
56,0.56,32,-43
57,0.57,32,-43
58,0.58,32,-42
59,0.59,31,-42
60,0.6,30,-41
61,0.61,30,-40
62,0.62,29,-39
63,0.63,28,-38
64,0.64,27,-38
65,0.65,26,-36
66,0.66,25,-35
67,0.67,24,-34
68,0.68,23,-33
69,0.69,22,-32
70,0.7,20,-30
71,0.71,19,-29
72,0.72,18,-28
73,0.73,17,-26
74,0.74,16,-25
75,0.75,14,-24
76,0.76,13,-22
77,0.77,12,-21
78,0.78,10,-19
79,0.79,9,-18
80,0.8,8,-17
81,0.81,7,-16
82,0.82,6,-14
83,0.83,5,-13
84,0.84,4,-12
85,0.85,3,-11
86,0.86,2,-10
87,0.87,2,-9
88,0.88,1,-9
89,0.89,0,-8
90,0.9,0,-7
91,0.91,0,-7
92,0.92,-1,-6
93,0.93,-1,-6
94,0.94,-1,-6
95,0.95,-1,-6
96,0.96,-1,-6
97,0.97,-1,-6
98,0.98,-1,-6
99,0.99,0,-7
100,1.0,0,-7
101,1.01,0,-8
102,1.02,1,-8
103,1.03,2,-9
104,1.04,2,-10
105,1.05,3,-10
106,1.06,4,-12
107,1.07,5,-12
108,1.08,6,-14
109,1.09,7,-15
110,1.1,8,-16
111,1.11,9,-17
112,1.12,10,-18
113,1.13,12,-20
114,1.14,13,-21
115,1.15,14,-22
116,1.16,16,-24
117,1.17,17,-25
118,1.18,18,-27
119,1.19,19,-28
120,1.2,20,-29
121,1.21,22,-31
122,1.22,23,-32
123,1.23,24,-33
124,1.24,25,-34
125,1.25,26,-36
126,1.26,27,-37
127,1.27,28,-38
128,1.28,29,-39
129,1.29,30,-40
130,1.3,30,-40
131,1.31,31,-41
132,1.32,32,-42
133,1.33,32,-42
134,1.34,32,-43
135,1.35,33,-43
136,1.36,33,-43
137,1.37,33,-43
138,1.38,33,-43
139,1.39,33,-43
140,1.4,33,-43
141,1.41,32,-43
142,1.42,32,-42
143,1.43,32,-42
144,1.44,31,-41
145,1.45,30,-41
146,1.46,30,-40
147,1.47,28,-39
148,1.48,28,-38
149,1.49,27,-37
150,1.5,26,-36
151,1.51,24,-35
152,1.52,24,-34
153,1.53,22,-32
154,1.54,21,-31
155,1.55,20,-30
156,1.56,19,-28
157,1.57,18,-27
158,1.58,16,-26
159,1.59,15,-24
160,1.6,14,-23
161,1.61,12,-21
162,1.62,11,-20
163,1.63,10,-19
164,1.64,9,-17
165,1.65,8,-16
166,1.66,6,-15
167,1.67,6,-14
168,1.68,4,-13
169,1.69,4,-12
170,1.7,3,-11
171,1.71,2,-10
172,1.72,1,-9
173,1.73,0,-8
174,1.74,0,-8
175,1.75,0,-7
176,1.76,-1,-7
177,1.77,-1,-6
178,1.78,-1,-6
179,1.79,-1,-6
180,1.8,-1,-6
181,1.81,-1,-6
182,1.82,-1,-6
183,1.83,-1,-6
