idx,time(s),count B,count C
2,0.02,2,-66
3,0.03,1,-67
4,0.04,1,-68
5,0.05,0,-70
6,0.06,0,-71
7,0.07,-1,-71
8,0.08,-2,-72
9,0.09,-2,-72
10,0.1,-3,-73
11,0.11,-4,-73
12,0.12,-4,-72
13,0.13,-5,-72
14,0.14,-5,-71
15,0.15,-6,-70
16,0.16,-6,-69
17,0.17,-7,-68
18,0.18,-8,-67
19,0.19,-8,-65
20,0.2,-9,-63
21,0.21,-10,-61
22,0.22,-10,-59
23,0.23,-11,-56
24,0.24,-12,-54
25,0.25,-12,-51
26,0.26,-12,-49
27,0.27,-13,-46
28,0.28,-13,-43
29,0.29,-14,-40
30,0.3,-14,-36
31,0.31,-14,-33
32,0.32,-15,-30
33,0.33,-15,-26
34,0.34,-15,-23
35,0.35,-16,-19
36,0.36,-16,-16
37,0.37,-16,-12
38,0.38,-16,-9
39,0.39,-16,-6
40,0.4,-16,-2
41,0.41,-16,1
42,0.42,-16,5
43,0.43,-16,8
44,0.44,-16,11
45,0.45,-16,14
46,0.46,-16,17
47,0.47,-15,20
48,0.48,-15,22
49,0.49,-15,25
50,0.5,-14,27
51,0.51,-14,29
52,0.52,-14,31
53,0.53,-13,33
54,0.54,-13,35
55,0.55,-12,36
56,0.56,-12,37
57,0.57,-11,38
58,0.58,-11,39
59,0.59,-10,39
60,0.6,-10,40
61,0.61,-9,40
62,0.62,-8,40
63,0.63,-8,39
64,0.64,-7,39
65,0.65,-6,38
66,0.66,-6,37
67,0.67,-5,36
68,0.68,-4,35
69,0.69,-4,34
70,0.7,-3,32
71,0.71,-2,30
72,0.72,-2,28
73,0.73,-2,26
74,0.74,-1,24
75,0.75,0,22
76,0.76,0,19
77,0.77,1,17
78,0.78,1,14
79,0.79,2,11
80,0.8,2,8
81,0.81,2,5
82,0.82,3,2
83,0.83,4,-1
84,0.84,4,-4
85,0.85,4,-8
86,0.86,4,-11
87,0.87,4,-14
88,0.88,4,-18
89,0.89,5,-21
90,0.9,5,-24
91,0.91,5,-28
92,0.92,5,-31
93,0.93,5,-34
94,0.94,5,-37
95,0.95,5,-40
96,0.96,4,-43
97,0.97,4,-46
98,0.98,4,-49
99,0.99,4,-52
100,1.0,4,-54
101,1.01,4,-57
102,1.02,3,-59
103,1.03,2,-61
104,1.04,2,-63
105,1.05,2,-65
106,1.06,1,-67
107,1.07,1,-68
108,1.08,0,-69
109,1.09,0,-70
110,1.1,-1,-71
111,1.11,-2,-72
112,1.12,-2,-72
113,1.13,-3,-73
114,1.14,-3,-73
115,1.15,-4,-72
116,1.16,-4,-72
117,1.17,-5,-72
118,1.18,-6,-71
119,1.19,-6,-70
120,1.2,-7,-68
121,1.21,-8,-67
122,1.22,-8,-65
123,1.23,-9,-64
124,1.24,-10,-62
125,1.25,-10,-60
126,1.26,-11,-57
127,1.27,-11,-55
128,1.28,-12,-52
129,1.29,-12,-49
130,1.3,-13,-47
131,1.31,-13,-44
132,1.32,-14,-40
133,1.33,-14,-37
134,1.34,-14,-34
135,1.35,-15,-31
136,1.36,-15,-27
137,1.37,-15,-24
138,1.38,-16,-20
139,1.39,-16,-17
140,1.4,-16,-13
141,1.41,-16,-10
142,1.42,-16,-6
143,1.43,-16,-3
144,1.44,-16,0
145,1.45,-16,4
146,1.46,-16,7
147,1.47,-16,10
148,1.48,-16,13
149,1.49,-16,16
150,1.5,-16,19
151,1.51,-15,22
152,1.52,-15,24
153,1.53,-14,27
154,1.54,-14,29
155,1.55,-14,31
156,1.56,-14,33
157,1.57,-13,34
158,1.58,-12,36
159,1.59,-12,37
160,1.6,-12,38
161,1.61,-11,39
162,1.62,-10,39
163,1.63,-10,40
164,1.64,-9,40
165,1.65,-8,40
166,1.66,-8,39
167,1.67,-7,39
168,1.68,-7,38
169,1.69,-6,37
170,1.7,-6,36
171,1.71,-5,35
172,1.72,-4,34
173,1.73,-4,32
174,1.74,-3,31
175,1.75,-2,29
176,1.76,-2,27
177,1.77,-1,24
178,1.78,0,22
179,1.79,0,20
180,1.8,0,17
181,1.81,1,15
182,1.82,2,12
183,1.83,2,9
184,1.84,2,6
185,1.85,3,3
186,1.86,3,0
187,1.87,4,-4
188,1.88,4,-7
189,1.89,4,-10
190,1.9,4,-13
191,1.91,4,-17
192,1.92,4,-20
193,1.93,5,-23
194,1.94,5,-27
195,1.95,5,-30
196,1.96,5,-33
197,1.97,5,-36
198,1.98,5,-39
199,1.99,4,-42
200,2.0,4,-45
201,2.01,4,-48
202,2.02,4,-51
203,2.03,4,-54
204,2.04,4,-56
205,2.05,3,-58
206,2.06,3,-60
207,2.07,2,-62
208,2.08,2,-64
209,2.09,2,-66
210,2.1,1,-68
211,2.11,0,-69
212,2.12,0,-70
213,2.13,-1,-71
214,2.14,-2,-72
215,2.15,-2,-72
216,2.16,-2,-72
217,2.17,-3,-72
218,2.18,-4,-72
219,2.19,-4,-72
220,2.2,-5,-72
221,2.21,-6,-71
222,2.22,-6,-70
223,2.23,-7,-69
224,2.24,-8,-67
225,2.25,-8,-66
226,2.26,-9,-64
227,2.27,-10,-62
228,2.28,-10,-60
229,2.29,-10,-58
230,2.3,-11,-55
231,2.31,-12,-53
232,2.32,-12,-50
233,2.33,-13,-47
234,2.34,-13,-44
235,2.35,-14,-41
236,2.36,-14,-38
237,2.37,-14,-35
238,2.38,-15,-32
239,2.39,-15,-28
240,2.4,-15,-25
241,2.41,-16,-21
242,2.42,-16,-18
243,2.43,-16,-14
244,2.44,-16,-11
245,2.45,-16,-7
246,2.46,-16,-4
247,2.47,-16,-1
248,2.48,-16,3
249,2.49,-16,6
250,2.5,-16,9
251,2.51,-16,12
252,2.52,-16,15
253,2.53,-16,18
254,2.54,-15,21
255,2.55,-15,23
256,2.56,-14,26
257,2.57,-14,28
258,2.58,-14,30
259,2.59,-14,32
260,2.6,-13,34
261,2.61,-12,35
262,2.62,-12,36
263,2.63,-12,38
264,2.64,-11,38
265,2.65,-10,39
266,2.66,-10,39
267,2.67,-10,40
268,2.68,-9,40
269,2.69,-8,39
270,2.7,-8,39
271,2.71,-7,38
272,2.72,-6,38
273,2.73,-6,37
274,2.74,-5,36
275,2.75,-4,34
276,2.76,-4,33
277,2.77,-3,31
278,2.78,-2,29
279,2.79,-2,27
280,2.8,-1,25
281,2.81,-1,23
282,2.82,0,20
283,2.83,0,18
284,2.84,1,15
285,2.85,2,13
286,2.86,2,10
287,2.87,2,7
288,2.88,3,4
289,2.89,3,1
290,2.9,4,-2
291,2.91,4,-6
292,2.92,4,-9
293,2.93,4,-12
294,2.94,4,-16
295,2.95,4,-19
296,2.96,5,-22
297,2.97,5,-25
298,2.98,5,-29
299,2.99,5,-32
300,3.0,5,-35
301,3.01,5,-38
302,3.02,4,-41
303,3.03,4,-44
304,3.04,4,-47
305,3.05,4,-50
306,3.06,4,-52
307,3.07,4,-55
308,3.08,3,-57
309,3.09,3,-60
310,3.1,2,-62
311,3.11,2,-64
312,3.12,2,-65
313,3.13,1,-67
314,3.14,0,-68
315,3.15,0,-69
316,3.16,0,-70
317,3.17,-1,-71
318,3.18,-2,-72
319,3.19,-2,-72
320,3.2,-3,-72
321,3.21,-4,-72
322,3.22,-4,-72
323,3.23,-5,-72
324,3.24,-6,-71
325,3.25,-6,-70
326,3.26,-7,-69
327,3.27,-8,-68
328,3.28,-8,-66
329,3.29,-8,-64
330,3.3,-9,-63
331,3.31,-10,-61
332,3.32,-10,-58
333,3.33,-11,-56
334,3.34,-12,-54
335,3.35,-12,-51
336,3.36,-12,-48
337,3.37,-13,-45
338,3.38,-14,-42
339,3.39,-14,-39
340,3.4,-14,-36
341,3.41,-14,-33
342,3.42,-15,-29
343,3.43,-15,-26
344,3.44,-16,-23
345,3.45,-16,-19
346,3.46,-16,-16
347,3.47,-16,-12
348,3.48,-16,-9
349,3.49,-16,-5
350,3.5,-16,-2
351,3.51,-16,2
352,3.52,-16,5
353,3.53,-16,8
354,3.54,-16,11
355,3.55,-16,14
356,3.56,-16,17
357,3.57,-15,20
358,3.58,-15,22
359,3.59,-15,25
360,3.6,-14,27
361,3.61,-14,29
362,3.62,-14,31
363,3.63,-13,33
364,3.64,-13,34
365,3.65,-12,36
366,3.66,-12,37
367,3.67,-11,38
368,3.68,-11,39
369,3.69,-10,39
370,3.7,-10,39
371,3.71,-9,39
372,3.72,-8,39
373,3.73,-8,39
374,3.74,-7,38
375,3.75,-6,38
376,3.76,-6,37
377,3.77,-5,36
378,3.78,-4,34
379,3.79,-4,33
380,3.8,-3,32
381,3.81,-2,30
382,3.82,-2,28
383,3.83,-2,26
384,3.84,-1,24
385,3.85,0,21
386,3.86,0,19
387,3.87,1,16
388,3.88,1,13
389,3.89,2,11
390,3.9,2,8
391,3.91,2,5
392,3.92,3,2
393,3.93,4,-1
394,3.94,4,-5
395,3.95,4,-8
396,3.96,4,-11
397,3.97,4,-14
398,3.98,4,-18
399,3.99,5,-21
400,4.0,5,-24
401,4.01,5,-28
402,4.02,5,-31
403,4.03,5,-34
404,4.04,5,-37
405,4.05,5,-40
406,4.06,4,-43
407,4.07,4,-46
408,4.08,4,-49
409,4.09,4,-52
410,4.1,4,-54
411,4.11,3,-57
412,4.12,3,-59
413,4.13,2,-61
414,4.14,2,-63
415,4.15,2,-65
416,4.16,1,-66
417,4.17,1,-68
418,4.18,0,-69
419,4.19,0,-70
420,4.2,-1,-71
421,4.21,-2,-72
422,4.22,-2,-72
423,4.23,-3,-72
424,4.24,-4,-72
425,4.25,-4,-72
426,4.26,-4,-72
427,4.27,-5,-71
428,4.28,-6,-70
429,4.29,-6,-69
430,4.3,-7,-68
431,4.31,-8,-67
432,4.32,-8,-65
433,4.33,-9,-63
434,4.34,-10,-61
435,4.35,-10,-59
436,4.36,-11,-57
437,4.37,-11,-54
438,4.38,-12,-52
439,4.39,-12,-49
440,4.4,-13,-46
441,4.41,-13,-43
442,4.42,-14,-40
443,4.43,-14,-37
444,4.44,-14,-34
445,4.45,-15,-30
446,4.46,-15,-27
447,4.47,-16,-24
448,4.48,-16,-20
449,4.49,-16,-17
450,4.5,-16,-13
451,4.51,-16,-10
452,4.52,-16,-6
453,4.53,-16,-3
454,4.54,-16,0
455,4.55,-16,4
456,4.56,-16,7
457,4.57,-16,10
458,4.58,-16,13
459,4.59,-16,16
460,4.6,-16,19
461,4.61,-15,22
462,4.62,-15,24
463,4.63,-14,26
464,4.64,-14,29
465,4.65,-14,31
466,4.66,-14,32
467,4.67,-13,34
468,4.68,-12,35
469,4.69,-12,37
470,4.7,-12,38
471,4.71,-11,38
472,4.72,-10,39
473,4.73,-10,39
474,4.74,-9,39
475,4.75,-8,39
476,4.76,-8,39
477,4.77,-7,39
478,4.78,-6,38
479,4.79,-6,37
480,4.8,-6,36
481,4.81,-5,35
482,4.82,-4,34
483,4.83,-4,32
484,4.84,-3,30
485,4.85,-2,28
486,4.86,-2,26
487,4.87,-1,24
488,4.88,0,22
489,4.89,0,19
490,4.9,0,17
491,4.91,1,14
492,4.92,2,11
493,4.93,2,9
494,4.94,2,6
495,4.95,3,3
496,4.96,3,0
497,4.97,4,-4
498,4.98,4,-7
499,4.99,4,-10
500,5.0,4,-14
501,5.01,4,-17
502,5.02,5,-20
503,5.03,5,-23
504,5.04,5,-27
505,5.05,5,-30
506,5.06,5,-33
507,5.07,5,-36
508,5.08,5,-39
509,5.09,4,-42
510,5.1,4,-45
511,5.11,4,-48
512,5.12,4,-51
513,5.13,4,-54
514,5.14,4,-56
515,5.15,3,-58
516,5.16,3,-60
517,5.17,2,-62
518,5.18,2,-64
519,5.19,2,-66
520,5.2,1,-67
521,5.21,0,-69
522,5.22,0,-70
523,5.23,-1,-71
524,5.24,-1,-71
525,5.25,-2,-72
526,5.26,-2,-72
527,5.27,-3,-72
528,5.28,-4,-72
529,5.29,-4,-72
530,5.3,-5,-71
531,5.31,-6,-70
532,5.32,-6,-70
533,5.33,-7,-68
534,5.34,-8,-67
535,5.35,-8,-66
536,5.36,-9,-64
537,5.37,-10,-62
538,5.38,-10,-60
539,5.39,-10,-58
540,5.4,-11,-55
541,5.41,-12,-53
542,5.42,-12,-50
543,5.43,-12,-47
544,5.44,-13,-44
545,5.45,-14,-41
546,5.46,-14,-38
547,5.47,-14,-35
548,5.48,-14,-31
549,5.49,-15,-28
550,5.5,-15,-25
551,5.51,-16,-21
552,5.52,-16,-18
553,5.53,-16,-14
554,5.54,-16,-11
555,5.55,-16,-7
556,5.56,-16,-4
557,5.57,-16,-1
558,5.58,-16,3
559,5.59,-16,6
560,5.6,-16,9
561,5.61,-16,12
562,5.62,-16,15
563,5.63,-16,18
564,5.64,-15,21
565,5.65,-15,23
566,5.66,-14,26
567,5.67,-14,28
568,5.68,-14,30
569,5.69,-14,32
570,5.7,-13,34
571,5.71,-12,35
572,5.72,-12,36
573,5.73,-12,37
574,5.74,-11,38
575,5.75,-10,39
576,5.76,-10,39
577,5.77,-10,39
578,5.78,-9,39
579,5.79,-8,39
580,5.8,-8,39
581,5.81,-7,38
582,5.82,-6,37
583,5.83,-6,36
584,5.84,-5,35
585,5.85,-4,34
586,5.86,-4,32
587,5.87,-3,31
588,5.88,-2,29
589,5.89,-2,27
