idx,time(s),count B,count C
2,0.02,-46,45
3,0.03,-46,41
4,0.04,-46,37
5,0.05,-47,33
6,0.06,-47,29
7,0.07,-47,25
8,0.08,-46,20
9,0.09,-46,16
10,0.1,-46,11
11,0.11,-46,6
12,0.12,-46,2
13,0.13,-45,-3
14,0.14,-45,-8
15,0.15,-44,-12
16,0.16,-44,-17
17,0.17,-43,-22
18,0.18,-42,-26
19,0.19,-42,-31
20,0.2,-41,-36
21,0.21,-40,-40
22,0.22,-39,-44
23,0.23,-38,-48
24,0.24,-38,-52
25,0.25,-36,-56
26,0.26,-36,-59
27,0.27,-34,-62
28,0.28,-34,-65
29,0.29,-32,-68
30,0.3,-31,-70
31,0.31,-30,-73
32,0.32,-29,-75
33,0.33,-28,-76
34,0.34,-27,-78
35,0.35,-26,-79
36,0.36,-25,-80
37,0.37,-24,-80
38,0.38,-23,-81
39,0.39,-22,-80
40,0.4,-21,-80
41,0.41,-20,-80
42,0.42,-19,-78
43,0.43,-18,-77
44,0.44,-18,-76
45,0.45,-17,-74
46,0.46,-16,-72
47,0.47,-16,-69
48,0.48,-15,-66
49,0.49,-14,-63
50,0.5,-14,-60
51,0.51,-14,-56
52,0.52,-13,-53
53,0.53,-13,-49
54,0.54,-13,-45
55,0.55,-12,-40
56,0.56,-12,-36
57,0.57,-12,-32
58,0.58,-12,-27
59,0.59,-13,-22
60,0.6,-13,-17
61,0.61,-13,-12
62,0.62,-14,-7
63,0.63,-14,-2
64,0.64,-14,3
65,0.65,-15,8
66,0.66,-16,13
67,0.67,-16,18
68,0.68,-17,22
69,0.69,-18,27
70,0.7,-18,32
71,0.71,-20,36
72,0.72,-20,40
73,0.73,-22,45
74,0.74,-22,49
75,0.75,-23,52
76,0.76,-24,56
77,0.77,-25,59
78,0.78,-26,62
79,0.79,-28,65
80,0.8,-28,67
81,0.81,-30,69
82,0.82,-30,71
83,0.83,-32,72
84,0.84,-33,74
85,0.85,-34,74
86,0.86,-35,75
87,0.87,-36,75
88,0.88,-37,75
89,0.89,-38,74
90,0.9,-39,74
91,0.91,-40,73
92,0.92,-40,72
93,0.93,-41,70
94,0.94,-42,68
95,0.95,-43,66
96,0.96,-44,64
97,0.97,-44,61
98,0.98,-44,58
99,0.99,-45,56
100,1.0,-46,52
101,1.01,-46,49
102,1.02,-46,46
103,1.03,-46,42
104,1.04,-46,38
105,1.05,-47,34
106,1.06,-47,30
107,1.07,-47,25
108,1.08,-47,21
109,1.09,-46,16
110,1.1,-46,12
111,1.11,-46,7
112,1.12,-46,2
113,1.13,-46,-2
114,1.14,-45,-7
115,1.15,-44,-12
116,1.16,-44,-16
117,1.17,-43,-21
118,1.18,-42,-26
119,1.19,-42,-30
120,1.2,-41,-35
121,1.21,-40,-39
122,1.22,-40,-43
123,1.23,-38,-47
124,1.24,-38,-51
125,1.25,-36,-55
126,1.26,-36,-58
127,1.27,-34,-62
128,1.28,-34,-64
129,1.29,-32,-68
130,1.3,-32,-70
131,1.31,-30,-72
132,1.32,-29,-74
133,1.33,-28,-76
134,1.34,-27,-78
135,1.35,-26,-79
136,1.36,-25,-80
137,1.37,-24,-80
138,1.38,-23,-80
139,1.39,-22,-80
140,1.4,-21,-80
141,1.41,-20,-80
142,1.42,-19,-78
143,1.43,-18,-77
144,1.44,-18,-76
145,1.45,-17,-74
146,1.46,-16,-72
147,1.47,-16,-69
148,1.48,-15,-66
149,1.49,-14,-64
150,1.5,-14,-60
151,1.51,-14,-57
152,1.52,-13,-53
153,1.53,-13,-49
154,1.54,-13,-45
155,1.55,-12,-41
156,1.56,-12,-37
157,1.57,-12,-32
158,1.58,-12,-28
159,1.59,-13,-23
160,1.6,-13,-18
161,1.61,-13,-13
162,1.62,-14,-8
163,1.63,-14,-3
164,1.64,-14,2
165,1.65,-15,7
166,1.66,-16,12
167,1.67,-16,17
168,1.68,-17,22
169,1.69,-18,26
170,1.7,-18,31
171,1.71,-20,36
172,1.72,-20,40
173,1.73,-21,44
174,1.74,-22,48
175,1.75,-23,52
176,1.76,-24,56
177,1.77,-25,59
178,1.78,-26,62
179,1.79,-27,64
180,1.8,-28,67
181,1.81,-30,69
182,1.82,-30,71
183,1.83,-32,72
184,1.84,-32,74
185,1.85,-34,74
186,1.86,-35,75
187,1.87,-36,75
188,1.88,-37,75
189,1.89,-38,75
190,1.9,-38,74
191,1.91,-40,73
192,1.92,-40,72
193,1.93,-41,70
194,1.94,-42,69
195,1.95,-42,67
196,1.96,-43,64
197,1.97,-44,62
198,1.98,-44,59
199,1.99,-45,56
200,2.0,-46,53
201,2.01,-46,50
202,2.02,-46,46
203,2.03,-46,43
204,2.04,-46,39
205,2.05,-46,35
206,2.06,-47,31
207,2.07,-47,26
208,2.08,-47,22
209,2.09,-46,18
210,2.1,-46,13
211,2.11,-46,8
212,2.12,-46,4
213,2.13,-46,-1
214,2.14,-45,-6
215,2.15,-44,-11
216,2.16,-44,-16
217,2.17,-43,-20
218,2.18,-42,-25
219,2.19,-42,-29
220,2.2,-41,-34
221,2.21,-40,-38
222,2.22,-40,-42
223,2.23,-38,-46
224,2.24,-38,-50
225,2.25,-37,-54
226,2.26,-36,-58
227,2.27,-35,-61
228,2.28,-34,-64
229,2.29,-32,-67
230,2.3,-32,-70
231,2.31,-30,-72
232,2.32,-30,-74
233,2.33,-28,-76
234,2.34,-27,-77
235,2.35,-26,-78
236,2.36,-25,-80
237,2.37,-24,-80
238,2.38,-23,-80
239,2.39,-22,-80
240,2.4,-21,-80
241,2.41,-20,-80
242,2.42,-20,-79
243,2.43,-18,-78
244,2.44,-18,-76
245,2.45,-17,-74
246,2.46,-16,-72
247,2.47,-16,-70
248,2.48,-15,-67
249,2.49,-14,-64
250,2.5,-14,-61
251,2.51,-14,-58
252,2.52,-13,-54
253,2.53,-13,-50
254,2.54,-13,-46
255,2.55,-12,-42
256,2.56,-12,-38
257,2.57,-12,-33
258,2.58,-12,-28
259,2.59,-13,-24
260,2.6,-13,-19
261,2.61,-13,-14
262,2.62,-14,-9
263,2.63,-14,-4
264,2.64,-14,1
265,2.65,-15,6
266,2.66,-16,11
267,2.67,-16,16
268,2.68,-17,21
269,2.69,-18,26
270,2.7,-18,30
271,2.71,-19,35
272,2.72,-20,39
273,2.73,-21,44
274,2.74,-22,48
