idx,time(s),count B,count C
2,0.02,-16,2
3,0.03,-16,5
4,0.04,-15,8
5,0.05,-15,11
6,0.06,-15,14
7,0.07,-14,17
8,0.08,-14,19
9,0.09,-14,22
10,0.1,-13,24
11,0.11,-12,26
12,0.12,-12,28
13,0.13,-12,30
14,0.14,-11,31
15,0.15,-10,33
16,0.16,-10,34
17,0.17,-10,35
18,0.18,-9,36
19,0.19,-8,36
20,0.2,-8,37
21,0.21,-7,37
22,0.22,-6,37
23,0.23,-6,37
24,0.24,-5,36
25,0.25,-4,36
26,0.26,-4,35
27,0.27,-3,34
28,0.28,-2,33
29,0.29,-2,32
30,0.3,-1,30
31,0.31,0,29
32,0.32,0,27
33,0.33,0,25
34,0.34,1,23
35,0.35,2,21
36,0.36,2,19
37,0.37,2,16
38,0.38,3,14
39,0.39,3,11
40,0.4,4,8
41,0.41,4,5
42,0.42,4,2
43,0.43,4,0
44,0.44,4,-4
45,0.45,4,-6
46,0.46,5,-10
47,0.47,5,-13
48,0.48,5,-16
49,0.49,5,-19
50,0.5,5,-22
51,0.51,5,-25
52,0.52,5,-28
53,0.53,4,-32
54,0.54,4,-35
55,0.55,4,-38
56,0.56,4,-40
57,0.57,4,-43
58,0.58,3,-46
59,0.59,3,-49
60,0.6,2,-51
61,0.61,2,-54
62,0.62,2,-56
63,0.63,1,-58
64,0.64,0,-60
65,0.65,0,-62
66,0.66,-1,-63
67,0.67,-1,-65
68,0.68,-2,-66
69,0.69,-2,-67
70,0.7,-3,-68
71,0.71,-4,-69
72,0.72,-4,-69
73,0.73,-5,-70
74,0.74,-6,-70
75,0.75,-6,-70
76,0.76,-7,-70
77,0.77,-8,-69
78,0.78,-8,-68
79,0.79,-9,-68
80,0.8,-10,-67
81,0.81,-10,-65
82,0.82,-10,-64
83,0.83,-11,-62
84,0.84,-12,-60
85,0.85,-12,-58
86,0.86,-12,-56
87,0.87,-13,-54
88,0.88,-14,-52
89,0.89,-14,-49
90,0.9,-14,-47
91,0.91,-15,-44
92,0.92,-15,-41
93,0.93,-15,-38
94,0.94,-16,-35
95,0.95,-16,-32
96,0.96,-16,-28
97,0.97,-16,-25
98,0.98,-16,-22
