idx,time(s),count B,count C
2,0.02,-38,-6
3,0.03,-36,-9
4,0.04,-36,-12
5,0.05,-34,-14
6,0.06,-34,-17
7,0.07,-32,-20
8,0.08,-31,-22
9,0.09,-30,-25
10,0.1,-29,-27
11,0.11,-28,-29
12,0.12,-26,-32
13,0.13,-26,-34
14,0.14,-24,-35
15,0.15,-23,-37
16,0.16,-22,-38
17,0.17,-21,-40
18,0.18,-20,-41
19,0.19,-19,-42
20,0.2,-18,-43
21,0.21,-18,-44
22,0.22,-17,-44
23,0.23,-16,-45
24,0.24,-16,-45
25,0.25,-15,-45
26,0.26,-14,-45
27,0.27,-14,-44
28,0.28,-13,-44
29,0.29,-13,-43
30,0.3,-13,-42
31,0.31,-12,-41
32,0.32,-12,-40
33,0.33,-12,-38
34,0.34,-12,-37
35,0.35,-12,-35
36,0.36,-13,-33
37,0.37,-13,-31
38,0.38,-14,-29
39,0.39,-14,-26
40,0.4,-14,-24
41,0.41,-15,-22
42,0.42,-16,-19
43,0.43,-16,-16
44,0.44,-17,-14
45,0.45,-18,-11
46,0.46,-19,-8
47,0.47,-20,-5
48,0.48,-21,-2
49,0.49,-22,1
50,0.5,-23,4
51,0.51,-24,6
52,0.52,-25,9
53,0.53,-26,12
54,0.54,-27,15
55,0.55,-28,18
56,0.56,-30,20
57,0.57,-30,22
58,0.58,-32,25
59,0.59,-33,27
60,0.6,-34,29
61,0.61,-35,31
62,0.62,-36,32
63,0.63,-37,34
64,0.64,-38,36
65,0.65,-39,37
66,0.66,-40,38
67,0.67,-41,38
68,0.68,-42,39
69,0.69,-42,40
70,0.7,-43,40
71,0.71,-44,40
72,0.72,-44,40
73,0.73,-45,40
74,0.74,-46,39
75,0.75,-46,38
76,0.76,-46,38
77,0.77,-46,36
78,0.78,-46,36
79,0.79,-47,34
80,0.8,-47,33
81,0.81,-47,31
82,0.82,-46,29
83,0.83,-46,27
84,0.84,-46,25
85,0.85,-46,23
86,0.86,-46,21
87,0.87,-45,19
88,0.88,-44,16
89,0.89,-44,14
90,0.9,-43,11
91,0.91,-42,8
92,0.92,-42,6
93,0.93,-41,3
94,0.94,-40,0
95,0.95,-39,-2
96,0.96,-38,-5
97,0.97,-37,-8
98,0.98,-36,-11
99,0.99,-35,-14
100,1.0,-34,-16
101,1.01,-33,-19
102,1.02,-32,-22
103,1.03,-30,-24
104,1.04,-30,-26
105,1.05,-28,-29
106,1.06,-27,-31
107,1.07,-26,-33
108,1.08,-25,-35
109,1.09,-24,-37
110,1.1,-23,-38
111,1.11,-22,-40
112,1.12,-21,-42
113,1.13,-20,-43
114,1.14,-19,-44
115,1.15,-18,-44
116,1.16,-17,-45
117,1.17,-16,-46
118,1.18,-16,-46
119,1.19,-15,-46
120,1.2,-14,-46
121,1.21,-14,-46
122,1.22,-14,-45
123,1.23,-13,-44
124,1.24,-13,-44
125,1.25,-13,-42
126,1.26,-12,-41
127,1.27,-12,-40
128,1.28,-12,-38
129,1.29,-13,-36
130,1.3,-13,-35
131,1.31,-13,-33
132,1.32,-14,-30
133,1.33,-14,-28
134,1.34,-14,-26
135,1.35,-15,-23
136,1.36,-16,-21
137,1.37,-16,-18
138,1.38,-17,-15
139,1.39,-18,-12
140,1.4,-18,-10
141,1.41,-20,-6
142,1.42,-20,-4
143,1.43,-22,-1
144,1.44,-22,2
145,1.45,-24,5
146,1.46,-24,8
147,1.47,-26,11
148,1.48,-27,14
149,1.49,-28,16
150,1.5,-29,19
151,1.51,-30,22
152,1.52,-31,24
153,1.53,-32,26
154,1.54,-34,28
155,1.55,-34,30
156,1.56,-36,32
157,1.57,-37,34
158,1.58,-38,35
159,1.59,-39,36
160,1.6,-40,38
161,1.61,-40,39
162,1.62,-42,40
163,1.63,-42,40
164,1.64,-43,40
165,1.65,-44,40
166,1.66,-44,40
167,1.67,-45,40
168,1.68,-45,40
169,1.69,-46,39
170,1.7,-46,38
171,1.71,-46,38
172,1.72,-46,36
173,1.73,-47,35
174,1.74,-47,34
175,1.75,-47,32
176,1.76,-47,31
177,1.77,-46,29
178,1.78,-46,27
