idx,time(s),count B,count C
2,0.02,-12,-8
3,0.03,-14,-10
4,0.04,-15,-13
5,0.05,-16,-15
6,0.06,-18,-18
7,0.07,-18,-20
8,0.08,-20,-23
9,0.09,-21,-25
10,0.1,-22,-27
11,0.11,-23,-30
12,0.12,-24,-32
13,0.13,-25,-34
14,0.14,-26,-36
15,0.15,-26,-38
16,0.16,-27,-40
17,0.17,-28,-42
18,0.18,-28,-43
19,0.19,-29,-45
20,0.2,-30,-46
21,0.21,-30,-48
22,0.22,-30,-49
23,0.23,-30,-50
24,0.24,-31,-51
25,0.25,-31,-52
26,0.26,-31,-52
27,0.27,-31,-53
28,0.28,-31,-53
29,0.29,-31,-53
30,0.3,-31,-53
31,0.31,-30,-53
32,0.32,-30,-53
33,0.33,-30,-52
34,0.34,-29,-52
35,0.35,-29,-51
36,0.36,-28,-50
37,0.37,-28,-50
38,0.38,-27,-48
39,0.39,-26,-47
40,0.4,-25,-46
41,0.41,-24,-44
42,0.42,-24,-43
43,0.43,-22,-41
44,0.44,-21,-39
45,0.45,-20,-37
46,0.46,-19,-35
47,0.47,-18,-33
48,0.48,-17,-31
49,0.49,-16,-28
50,0.5,-14,-26
51,0.51,-13,-24
52,0.52,-12,-21
53,0.53,-10,-18
54,0.54,-9,-16
55,0.55,-8,-13
56,0.56,-6,-10
57,0.57,-5,-8
58,0.58,-4,-5
59,0.59,-2,-2
60,0.6,-1,1
61,0.61,0,4
62,0.62,2,6
63,0.63,3,9
64,0.64,4,12
65,0.65,6,14
66,0.66,7,17
67,0.67,8,20
68,0.68,9,22
69,0.69,10,25
70,0.7,12,27
71,0.71,12,29
72,0.72,14,31
73,0.73,14,34
74,0.74,15,35
75,0.75,16,37
76,0.76,17,39
77,0.77,18,40
78,0.78,18,42
79,0.79,18,43
80,0.8,19,44
81,0.81,19,45
82,0.82,20,46
83,0.83,20,47
84,0.84,20,47
85,0.85,20,48
86,0.86,20,48
87,0.87,20,48
88,0.88,20,48
89,0.89,20,48
90,0.9,19,47
91,0.91,19,47
92,0.92,18,46
93,0.93,18,46
94,0.94,18,45
95,0.95,17,44
96,0.96,16,43
97,0.97,15,41
98,0.98,14,40
99,0.99,14,39
100,1.0,12,37
101,1.01,12,36
102,1.02,10,34
